clone_0020.npz|ðə stˈʌdi ˈɔːlsO fˈWnd ðə məʤˈɔːɹᵻɾi ʌv ˌʌs fˈiːl ɡˌɛɾɪŋ təɡˌɛðɚ wɪð fˈæmɪli ɪz ðə mˈOst ɛksˈIɾɪŋ pˈɑːɹt ʌv kɹˈɪsməs, wɪð tˈɜːki, ɹˈOst pətˈAɾOz ænd pˈɪɡz ɪn blˈæŋkɪts ðə bˈɛst ˈɛdᵻbəl ˈɛlɪmənts.
clone_0021.npz|wˌʌt ˈɛls kʊd pˈɑːsᵻbli ɡˌO ɹˈɔŋ?
clone_0022.npz|hiː ɡˈAv mˌiː ɐ kˈɑːmplɪmənt. wˈʌzn̩t ðæt kˈInd ʌv hˌɪm? ɪt mˌAd mˌiː smˈIl.
clone_0023.npz|təbi vˈælɪd ðə dˈɑːkjuːmənt mˈʌst biː sˈInd ænd wˈɪtnəst ænd ɹᵻfˈɜː tʊ ɐn ɛɡzˈɪstɪŋ wˈɪl.
clone_0024.npz|hiː kˈʊkt ɐ dᵻlˈɪʃəs dˈɪnɚ. ðɪ ɚɹˈOmə fˈɪld ðɪ ɐpˈɑːɹtmənt. ɐ pˈɜːfɛkt ˈɛnd tə ðə dˈA.
clone_0025.npz|mɪθˈɑːləʤi ɛksplˈAnz ðə wˈɜːld. ɡˈɑːdz ænd hˈiəɹOz fˈɪl ɪts tˈAlz. ɪt ɹᵻflˈɛkts hjˈuːmən bᵻlˈiːfs.
clone_0026.npz|klˈɪɹ ðɪ ˈɛɹiə, ˈɛvɹɪwˌʌn!
clone_0027.npz|kˈAvz hˈOld ˈAnʧənt sˈiːkɹᵻts bᵻnˌiːθ ðɪ ˈɜːθz sˈɜːfɪs.
clone_0028.npz|wˌʌt ɪf dɹˈiːmz wɜː ʃˈɛɹd kəlˈɛktɪv ɛkspˈiəɹɪənsᵻz?
clone_0029.npz|ðɪ ˈAnʧənt kˈæsəl stˈʊd mɐʤˈɛstɪkli. hˌW mˈɛni sˈɛnʧɚɹiz hɐz ɪt sˈiːn? ɪts wˈɔːlz wˈɪspɚd hˈɪstɚɹi.
clone_0030.npz|ðɪ ˈæbstɹækt pˈAntɪŋ jˈuːzd vˈIbɹənt hjˈuːz. ɪntˌɜːpɹɪtˈAʃənz vˈɛɹid wˈIldli.
clone_0031.npz|wˌI dˈuː wiː tˈɛl wˈIt lˈIz? tə spˈɛɹ fˈiːlɪŋz, pɚhˈæps.
clone_0032.npz|ðə ʤˈækɚɹi, ɔːɹ ðə lˈAdi ænd ðə pˈAʤ ; æn hɪstˈɔːɹɪkəl ɹOmˈæns.
clone_0033.npz|ðiːz ɑːɹ ˈɔfən ˈOldɚ pˈiːpəl ðɛmsˈɛlvz ænd nˈW hæv tˈIm tə ɡˈɪv tʊ ˈʌðɚz.
clone_0034.npz|mI kˈɑːɹ bˈæɾɚɹi dˈId ðɪs mˈɔːɹnɪŋ. ʤˈʌst wʌt I nˈiːdᵻd! wˌI ˈɔːlwAz æt ðə wˈɜːst tˈIm?
clone_0035.npz|ðɪ ˈOld bɹˈɪʤ spˈænd ɐ wˈId ɹˈɪvɚ. wˌʌt ɐ vˈIɾəl kənˈɛkʃən! ɪt bɹˈɔːt kəmjˈuːnᵻɾiz təɡˈɛðɚ.
clone_0036.npz|wˌʌt ɪf tˈIm kʊd biː stˈɔːɹd? wiː kʊd sˈAv mˈOmənts fɔːɹ lˈAɾɚ. ˌWɚ pɚsˈɛpʃən ʌv lˈIf wʊd ˈɔltɚ.
clone_0037.npz|səpˈOz ˈɔːl məʃˈiːnz stˈɑːpt wˈɜːkɪŋ.
clone_0038.npz|ðə nˈɑːvəl ɛksplˈɔːɹz kˈɑːmplɛks θˈiːmz. wˌʌt ɐ θˈɔːtpɹəvˈOkɪŋ ɹˈiːd! I hˈIli ɹˌɛkəmˈɛnd ɪt!
clone_0039.npz|klˈɪɹ bˈWndɚɹiz fˈɑːstɚ hˈɛlθi ɹᵻlˈAʃənʃˌɪps.
clone_0040.npz|ðɛɹ mjˈuːzɪk ɪz bɹˈɛθtAkɪŋ ænd wˈɪkᵻdli ɪnvˈɛntɪv ænd ðə bᵻtwˌiːntˈuːnz ˌɪntɚʧˈAnʤ æz ɪntˈɛlɪʤənt ænd hɪlˈɛɹiəs æz ðə mjˈuːzɪk.
clone_0041.npz|sˈɜːvAz ɡˈæðɚɹ ˌɪnfɚmˈAʃən fɹʌm ɐ sˈæmpəl ʌv pˈiːpəl fɹʌm ɐ pˌɑːpjʊlˈAʃən.
clone_0042.npz|ðɪ ˈæmɐzˌɑːn ɹˈAnfˌɔːɹɪst bɹˈiːðz lˈIf ˌɪntʊ ˌWɚ plˈænɪt.
clone_0043.npz|hiː lˈɪvz ɪn bɹˈʊklɪn wɪð hɪz wˈIf ænd tˈuː ʧˈɪldɹən.
clone_0044.npz|wˌɛɹ ɑːɹ ðə nˈæzkə lˈInz lOkˈAɾᵻd?
clone_0045.npz|ðɪs ɪz ðə bˈɛst dˈA ˈɛvɚ!
clone_0046.npz|ðɪ ɚɹˈOmə ʌv sˈɪmɚɹɪŋ sˈuːp. ɪt pɹˈɑːmɪst ɐ kˈʌmfɚɾɪŋ mˈiːl. ɐ kˈOld dˈA fˈɛlt wˈɔːɹmɚ.
clone_0047.npz|ðɪs pˈAʤ pɹəvˈIdz lˈOkəl ˌɪnfɚmˈAʃən ˌɔn hˈɛlθ ænd sˈAfti ɪn nˈɔːɹɪʧ.
clone_0048.npz|ɪf hjˈuːmənz hæd ɡˈɪlz, ˈOʃənz wʊd bɪkˌʌm hˈOm.
clone_0049.npz|ɔːɹ wʌt ɐbˌWt sˌʌm ʌvðə wˈɛlθiɪst fˈʊtbɔːlɚz lˈIk kɹˌɪstɪˈɑːnO ɹɑːnˈældO?
clone_0050.npz|ɪz pˈɜːpəs fˈWnd ɔːɹ kɹiːˈAɾᵻd?
clone_0051.npz|wˌʌt ɐn ɪmˈOʃənəl ɹˈOlɚkˌOstɚ!
clone_0052.npz|sᵻvˈɪɹ ʃˈOldɚɹ ˈɪnʤɚɹi pˈAn ɪnðɪ ˈɑːɹm wɪð ɪmpˈɛɹd mˈuːvmənt.
clone_0053.npz|ɪz sˈOʃəl mˈiːdiːə ɡˈʊd fɔːɹ kənˈɛkʃən?
clone_0054.npz|wˌʌt ɪz kənˈɛkʃən?
clone_0055.npz|dˈɑːɹk mˈæɾɚ kəmpɹˈIzᵻz mˈOst əv ðə kˈɑːzmOs.
clone_0056.npz|ðA kəlˈæbɚɹˌAɾᵻd ˌɔn ɐ dˈɪfɪkəlt tˈæsk.
clone_0057.npz|tˈIm ɪz ɐ ɹɪlˈɛntləs ɹˈɪvɚ.
clone_0058.npz|ɪf ɪmˈOʃənz hæd kˈʌlɚz.
clone_0059.npz|ɹˌɛvəlˈuːʃənz ʧˈAnʤ ðə kˈɔːɹs ʌv nˈAʃənz fɚɹˈɛvɚ.
clone_0060.npz|Im kəmplˈiːtli dɹˈAnd!
clone_0061.npz|lˈʊk wʌt juːv dˈʌn!
clone_0062.npz|bˌʌt ðɛɹ ɪz ɐ mˈʌʧ stɹˈɔŋɡɚ tˈIˌʌp wɪððə mənˈæstɪk kəmjˈuːnᵻɾi vˈɪʒən.
clone_0063.npz|ɛɡzɪstˈɛnʃəl θˈiəɾɚɹ ɛksplˈɔːɹz ðə hjˈuːmən kəndˈɪʃən. ɪɾ ˈɔfən fˈiːʧɚz ɐbsˈɜːd sˌɪʧuːˈAʃənz. ɪt kwˈɛsʧənz mˈiːnɪŋ ænd pˈɜːpəs.
clone_0064.npz|I fˈWnd ðˌɛm vˈɛɹi hˈɛlpfəl, ˌʌndɚstˈændɪŋ ænd ɛksˈɛpʃənəli pɹəfˈɛʃənəl.
clone_0065.npz|ðə nˈɑːvəl ɛksplˈɔːɹd θˈiːmz ʌv Idˈɛntᵻɾi. ɪts pɹˈOɾɐɡənˌɪst ɡɹˈæpəld wɪð kˈɑːmplɛks ʧˈYsᵻz. ɹˈiːdɚz fˈWnd ɪts nˈæɹətˌɪv kəmpˈɛlɪŋ.
clone_0066.npz|ðə hˌɪməlˈAəz ɑːɹ ˈɜːθz hˈIɪst pˈiːks. ðA ʧˈælɪnʤ ɪntɹˈɛpɪd klˈImɚz.
clone_0067.npz|ɪf pˈɛts kʊd lˈiːv ɹᵻvjˈuːz ʌv ðɛɹ ˈOnɚz.
clone_0068.npz|hˈæpɪnəs ɪz ɐ ʧˈYs.
clone_0069.npz|kˈɪŋspæn tˈɪmbɚ səlˈuːʃənz ɪz ɐ pIənˈɪɹ ɪn səstˈAnəbəl tˈɪmbɚ kənstɹˈʌkʃən.
clone_0070.npz|wiː ˈɔfɚɹ ɐ spˈɛʃəl lˈOdɪŋ sˈɜːvɪs tə kˈʌstəmɚz bˈIɪŋ pˈɑːɹts fɹʌm ˌʌs.
clone_0071.npz|ðə hˈɑːɹdɪst pˈɑːɹt ɪz ˈOvɚ.
clone_0072.npz|hˈæpɪnəs ɪz ˈɔfən ɐn ɪntˈɜːnəl stˈAt.
clone_0073.npz|I ɐplˈɔːd ðə ɹˈIt hˈɑːn.
clone_0074.npz|ðə bˈʊkstɑːɹt pˈæks: hˌW tə ʃˈɛɹ bˈʊks wɪð ʧˈɪldɹən wɪð ɐdˈɪʃənəl nˈiːdz.
clone_0075.npz|ˈAnʧənt sˌɪvɪlᵻzˈAʃənz bˈɪlt ɪŋkɹˈɛdɪbəl stɹˈʌkʧɚz. ðɛɹ ˌɛnʤɪnˈɪɹɪŋ fˈiːts stˈɪl bˈæfəl ˈɛkspɜːts.
clone_0076.npz|mˈInd ɪz ɐ lˈiːdɪŋ mˈɛntəl hˈɛlθ ʧˈæɹᵻɾi ɪn ˈɪŋɡlənd ænd wˈAlz.
clone_0077.npz|ɡɹˈævᵻɾi hˈOldz ɡˈælɐksiz təɡˈɛðɚ.
clone_0078.npz|wˌʌt ɪz ðə nˈAʧɚɹ ʌv ɹɪˈælᵻɾi ɪtsˈɛlf? ɪts ɐ kwˈɛsʧən fɚðɪ ˈAʤᵻz.
clone_0079.npz|pˈiːpəl kæn fˈInd juː.
clone_0080.npz|ɪfˈɛktɪv lˈiːdɚʃˌɪp ɪnspˈIɚz kəlˈɛktɪv ˈækʃən.
clone_0081.npz|fˈOk mjˈuːzɪk kˈæɹiz kˈʌlʧɚɹəl nˈæɹətˌɪvz.
clone_0082.npz|ʃˈɛɹɪŋ bˈɜːdənz lˈIʔn̩z ðə lˈOd.
clone_0083.npz|ʃiː pɹˈæktɪst ɡɪtˈɑːɹ ˈɛvɹi dˈA. wɪl ʃiː fˈInəli mˈæstɚ ðæt ʧˈælənʤˌɪŋ pˈiːs? I hˈOp ʃiː dˈʌz!
clone_0084.npz|ɛksplˈɔːɹɪŋ ˈAnʧənt ɹˈuːɪnz ɪz fˈæsᵻnˌAɾɪŋ.
clone_0085.npz|θˈæŋk juː fɔːɹ sˈʌʧ ɐ ɡˈʊd pɹədˈʌkʃən ænd ˈɔːɹɡɐnˌIzd ᵻvˈɛnt.
clone_0086.npz|sIəntˈɪfɪk mˈɛθəd dᵻmˈændz ɹˈɪɡɚɹəs tˈɛstɪŋ.
clone_0087.npz|Idˈɛntᵻɾi ɪz ɐ kˈɑːmplɛks ˌɪntɚplˈA ʌv ɛkspˈiəɹɪənsᵻz ænd ʧˈYsᵻz.
clone_0088.npz|ɐ sᵻlˈɛkʃən ʌv ˈɔːɹkᵻstɹəl stɹˈɪŋz ænd fˈOk ˈɪnstɹəmənts ɑːɹ ˈɔːlsO ɐvˈAləbəl.
clone_0089.npz|ðæts ɪmpˈɑːsᵻbəl, ˈʌɾɚli ɪmpˈɑːsᵻbəl!
clone_0090.npz|tˈɪpɪkəl ˈæpɹə kwOtˈAʃənz ɑːɹ ʃˈOn wɪððɪ ˌɪndᵻvˈɪʤuːəl pɹˈɑːdʌkt.
clone_0091.npz|hˌW dˈuː I fˈInd ˈWt ɐbˌWt ðə stˈIl, fˈɪt ɔːɹ fˈæbɹɪk əvə spəsˈɪfɪk ˈIɾəm?
clone_0092.npz|fɹˈiː wɪl ɹᵻmˈAnz ɐ dᵻbˈAɾᵻd kˈɑːnsɛpt.
clone_0093.npz|wˈʌn ʌvðə bˈɛst stˈɛps wiː kæn ˈɔːl tˈAk ɪz tə bɪkˌʌm ɐ dᵻmˈɛnʃə fɹˈɛnd.
clone_0094.npz|ðə mˈæɡnə kˈɑːɹɾə lˈɪmɪɾᵻd mənˈɑːɹkɪkəl pˈWɚ. wˌʌt ɐ lˈændmɑːɹk lˈiːɡəl dˈɑːkjuːmənt!
clone_0095.npz|ðə fˈiːl ʌv wˈɔːɹm sˈænd bᵻtwˌiːn mI tˈOz ɪz wˈʌndɚfəl.
clone_0096.npz|kəmpˈæʃən ɛnɹˈɪʧᵻz lˈIvz.
clone_0097.npz|ˈAnʧənt ɡɹˈiːs bˈɜːθt dᵻmˈɑːkɹəsi ænd fɪlˈɑːsəfi.
clone_0098.npz|ʤˈY ɪz ɐ pɹˈɛʃəs kəmˈɑːdᵻɾi.
clone_0099.npz|ɪz ðæt jʊɹ bˈɛst ʃˈɑːt?
clone_0100.npz|bjˈuːɾi ɹᵻsˈIdz ɪn ˌʌnɛkspˈɛktᵻd plˈAsᵻz.
clone_0101.npz|bˌʌt wʌt ɑːɹ ðə hˈɔːlmɑːɹks əvə səksˈɛsfəl kæmpˈAn?
clone_0102.npz|fɹˈiːvjuː bˈɔsᵻz kˈɔːl fɔːɹ ɹˈæpɪd ɹᵻspˈɑːns tə ɡlˈObəl tˌiːvˈiː ʧˈælɪnʤ.
clone_0103.npz|θˈiəɾɚ bɹˈɪŋz nˈæɹətˌɪvz tə lˈIf.
clone_0104.npz|mI kˈɑːɹ bɹˈOk dˌWn ɐɡˈɛn. ˈO, ðɪs ɪz ɪnfjˈʊɹɹɪˌAɾɪŋ! I nˈiːd ɐ nˈuː wˌʌn!
clone_0105.npz|stˈændˌʌp kˈɑːmədi ˈɔfɚz ʃˈɑːɹp sˈOʃəl kˈɑːməntˌɛɹi.
clone_0106.npz|ðɪs wˈɔːlmˈWntᵻd wˈɜːlpuːl hˈʊd ɪz ɐ bɹˈiːz tʊ ɪnstˈɔːl.
clone_0107.npz|hˈʌskɪnsən: ɹˈOmən skˈʌlpʧɚ fɹʌm ˈiːstɚn ˈɪŋɡlənd, nˈO.
clone_0108.npz|wˌʌt ɪz kˈɜːɹɪʤ ɪnðə fˈAs ʌv fˈɪɹ? ɪts stˈændɪŋ fˈɜːm. biː bɹˈAv!
clone_0109.npz|ɪf juː kʊd mˈiːt jʊɹ pˈæst sˈɛlf?
clone_0110.npz|ðə bɹˈænd ɪz wˈɛlnˈOn fɔːɹ ɪts spˈɛʃəl wˈIdɹˈAnʤ ʌv stˈAks.
clone_0111.npz|wˌʌt ɪf tˈIm mˈuːvd bˈækwɚdz?
clone_0112.npz|ɪz kjˌʊɹɹɪˈɔsᵻɾi ᵻsˈɛnʃəl fɔːɹ lˈɜːnɪŋ?
clone_0113.npz|ʧˈæplɪn wʌz wˈʌn ʌvðə fˈɜːst tə sˈiː ðˌɐɾɪt kʊd biː tˈɜːnd ˌɪntʊ ɐn ˈɑːɹt fˈɔːɹm.
clone_0114.npz|kˈIækɪŋ θɹuː nɔːɹwˈiːʤən fɪˈɔːɹdz ɪz bɹˈɛθtAkɪŋ.
clone_0115.npz|ʃˈɛɹd lˈæftɚ bɹˈIʔn̩d ðə ɹˈuːm.
clone_0116.npz|ðɪ ˈAnʧənt ˈɑːɹɾɪfˌækt ɡlˈOd sˈɔftli. wˌʌt mˈɪstɪkəl ˈɛnɚʤi! ɪz ɪt tɹˈuːli mˈæʤɪkəl?
clone_0117.npz|ɪf ɹˈObɑːts bɪkˌAm sˈɛnʃənt, wˌʌt ɹˈIts wʊd ðA dᵻmˈænd?
clone_0118.npz|wˌʌts ðə mˈOst bjˈuːɾifəl pˈAntɪŋ ˈɛvɚ kɹiːˈAɾᵻd?
clone_0119.npz|ðə bɹˈʌʃstɹOk kənvˈAz ɑːɹtˈɪstɪk ɪntˈɛnt.
clone_0120.npz|tɹˈæfɪk dᵻlˈAz ˈɜːbən kəmjˈuːɾɚz.
clone_0121.npz|I fɚɡˈɑːt mI ʌmbɹˈɛlə tədˈA. ˈO, ɡɹˈAt! wɪl ɪt ɹˈAn dˈʊɹɹɪŋ mI wˈɔːk hˈOm?
clone_0122.npz|ðə vˈæljuː ʌv ɹᵻsˈɜːʧ jˌuːnɪvˈɜːsᵻɾi ʌv bˈɜːmɪŋˌæm bɹˈWzɚ dʌznˌɑːt səpˈɔːɹt skɹˈɪpt.
clone_0123.npz|ɐ θˈiəɾɚ fˈʊl ʌv fˈɜːst jˈɪɹz, ɪnðə mˈɪdst ʌv ðɛɹ fˈɜːst lˈɛkʧɚ.
clone_0124.npz|ɪmpɹˈɛʃənˌɪst pˈAntɚz jˈuːzd vˈɪzᵻbəl bɹˈʌʃstɹOks. ðA kˈæpʧɚd lˈIt ænd ˈætməsfˌɪɹ. ðɛɹ wˈɜːk ɪvˈOks stɹˈɔŋ fˈiːlɪŋz.
clone_0125.npz|spˈAs pɹˈObz ɛksplˈɔːɹ dˈɪstənt wˈɜːldz.
clone_0126.npz|ðə ɹˈɛnəsˌɑːns ʧˈAnʤd ˈɑːɹt fɚɹˈɛvɚ.
clone_0127.npz|ˈɑːɹkɪtˌɛkʧɚ blˈɛndz fˈʌŋkʃən wɪð ɑːɹtˈɪstɪk dɪzˈIn.
clone_0128.npz|ðɪs wɪl lˈɑːnʧ ðə wˈɛbkæst plˈAɚɹ ɪn ɐ sˈɛpɹət bɹˈWzɚ wˈɪndO.
clone_0129.npz|ðɛɹwˌʌz nˈO fɹˈɔst.
clone_0130.npz|nˈO. wiː dʌznˌɑːt pɹˈuːn ɔːɹ ɹᵻmˈuːv tɹˈiːz fɔːɹ ðɪs spəsˈɪfɪk ɹˈiːzən ɐlˈOn.
clone_0131.npz|sˈOlɚ pˈænəlz pˈWɚ hˈOmz kwˈIətli. wˌʌt ɐn ˈiːkOfɹˈɛndli səlˈuːʃən!
clone_0132.npz|fˈɪɹ ɪz ɐ pɹˈIməl ˈɪnstɪŋkt fɔːɹ sɚvˈIvəl.
clone_0133.npz|ðA lˈIk kˌɑːmpətˈɪʃən, ænd ɪɾ ɪz tə ðˌɛm ɐ mˈɛʒɚɹ ʌv wʌt ðA ɑːɹ kˈApəbəl ʌv, ænd ðˌO ðA wˈɪn mˈɛni ðA nˈO tˈAkɪŋ pˈɑːɹt ɪz bI fˈɑːɹ ðə mˈOst ɪmpˈɔːɹtənt θˈɪŋ.
clone_0134.npz|ɑːɹ ɹˈAl pˈæsɪnʤɚz ɡˌɛɾɪŋ ɐ ɹˈɔː dˈiːl wɪð dᵻlˈAz?
clone_0135.npz|ðɪ ˈOʃən dˈɛpθs ɑːɹ mɪstˈɪɹiəs. wˌʌt kɹˈiːʧɚz lˈɜːk ðˈɛɹ? wiː nˈO sˌO lˈɪɾəl!
clone_0136.npz|ðɪ ˈɪndɛks ɹˈɛkɚdz ðə jˈɪɹ ʌv ɹˌɛʤɪstɹˈAʃən nˌɑːt ðə jˈɪɹ ʌv bˈɜːθ, dˈɛθ ɔːɹ mˈæɹɪʤ.
clone_0137.npz|pˌʊt nˈuː sˈɪm ɪn fˈOn ˌɔn θˈɜːzdA fˈOn stˈɑːɹɾᵻd wˈɜːkɪŋ fɹˈIdA mˈɔːɹnɪŋ.
clone_0138.npz|wiː wɪl hæv ɛnvˌIɹənmˈɛntəli fɹˈɛndli kˈɔfɪnz ænd ˈɜːnz ˌɔn dɪsplˈA ænd stˈæf wɪl biː ɚɹˈWnd tʊ ˈænsɚɹ ˌɛni kwˈɛsʧənz juː mˈAhɐv.
clone_0139.npz|ɹˈObɑːts kæn pɚfˈɔːɹm kˈɑːmplɛks tˈæsks.
clone_0140.npz|ðə kˈWnsəl ɪz sˈɛt tə skɹˈæp fɹˈiː pˈɑːɹkɪŋ fɚðə fˈɜːst tˈuː ˈWɚz ænd æt wˈiːkɛndz.
clone_0141.npz|kˈɔːɹəl ɹˈiːfs hˈOst ɪŋkɹˈɛdɪbəl bˌIOdIvˈɜːsᵻɾi.
clone_0142.npz|ðɪ ɛnlˈIʔn̩mənt ʧˈælɪnʤd ˈOld Idˈiəz. hˌW dˈɪd ɪɾ ˈɪmpækt mˈɑːdɚn θˈɔːt? ɪt ʃˈApt ˌWɚ wˈɜːld.
clone_0143.npz|sˈɛlfdɹˈIvɪŋ kˈɑːɹz pɹˈɑːmɪs fjˈuːʧɚ mObˈɪlᵻɾi səlˈuːʃənz.
clone_0144.npz|Iɐm ʃˈʊɹ ðætðə nˈObəl bˈæɹOnəs mˌAks sˌʌm vˈɛɹi ɡˈʊd pˈYnts.
clone_0145.npz|sˈɛlfdɹˈIvɪŋ kˈɑːɹz ɑːɹ bᵻkˈʌmɪŋ ɐ ɹɪˈælᵻɾi. ðA pɹˈɑːmɪs sˈAfɚ, mˈɔːɹ ɪfˈɪʃənt tɹˈævəl.
clone_0146.npz|ɪf ˈɛvɹi pˈɜːsən hæd ɐ sˈuːpɚpˌWɚ.
clone_0147.npz|fɪˈɔːɹdz ɑːɹ stˈʌnɪŋ ɡlˈAʃəl vˈælɪz.
clone_0148.npz|klˈiːnɪŋ sˈɜːvɪsᵻz ɑːɹ tˈAlɚd tə juː wɪð ˈiːðɚɹ ɐ fˈɔːɹməl sˈɜːvɪs lˈiːɡəl ɐɡɹˈiːmənt ɔːɹ ɐ mˈɔːɹ flˈɛksɪbəl vˈɜːbəl ɚɹˈAnʤmənt.
clone_0149.npz|biː səpˈɔːɹɾɪv ʌvðə ɹᵻkwˈIɚmənts ʌvðə kˈɑːntɹækt ˈɑːfɪsɚ ænd ðɛɹ ɹˈiːzənəbəl nˈiːdz.
clone_0150.npz|ɡˈʊd fɹˈIdA kˈɑːnsɚt wɪð sˈɜːkɪt kˈɔːɹɪstɚz, wˈɜːksəp ᵻvˈɛnts wˈɜːksəp tˈWn tˈɔːk dˈɪd juː nˈO juː kæn ˈæd jʊɹ ᵻvˈɛnts fɔːɹ fɹˈiː?
clone_0151.npz|ðə skˈɑːɾɪʃ hˈIləndz ˈɔfɚ ɹˈʌɡᵻd bjˈuːɾi.
clone_0152.npz|ænd ɑːɹ juː mˌAkɪŋ ðə mˈOst əv ˈiːʧ tʊ ˈɛʤuːkˌAt, ˌɛntɚtˈAn ænd ɛŋɡˈAʤ jʊɹ fˈɑːlOɚz?
clone_0153.npz|mI fɹˈɛnd kˈænsəld ˌWɚ plˈænz lˈæst mˈɪnɪt. wˌʌt ɐ dˌɪsɐpˈYntmənt! I wʌz ɹˈiəli lˈʊkɪŋ fˈɔːɹwɚd tʊ ɪt.
clone_0154.npz|juː ʃˌʊd kˈɑːntækt jʊɹ lˈOkəl bɹˈænʧ ɪf juː nˈiːd tʊ ɐplˈI fɚɹə nˈuː ɐkˈWnt.
clone_0155.npz|ðə ɹˈObɑːt vˈækjuːm hˈʌmd sˈɔftli. ɪt nˈævɪɡˌAɾᵻd ɚɹˈWnd ðə fˈɜːnɪʧɚ wɪð pɹɪsˈɪʒən. ɪts bˈæɾɚɹi ˈɪndᵻkˌAɾɚ blˈɪŋkt ɡɹˈiːn.
clone_0156.npz|ˈɪntɚnˌɛt bˈɪznəs sˈɪstəmz ɪz ɪn stˈɜːlɪŋ bˈɪznəs sˈɛntɚ, wˈɛlɡɹiːn.
clone_0157.npz|hˌW kwˈAnt!
clone_0158.npz|wˌʌt ɪf wiː kʊd kəntɹˈOl ðə wˈɛðɚ? dɪzˈæstɚ pɹɪvˈɛnʃən wʊd biː tɹænsfˈɔːɹmətˌɪv.
clone_0159.npz|ˈæktɪv lˈɪsənɪŋ ɪz ɐ skˈɪl.
clone_0160.npz|ðə sˈɪmfəni fˈɪld ðə hˈɔːl. wˌʌt ɪŋkɹˈɛdɪbəl ɐkˈuːstɪks! ɐ tɹˈuːli mˈæʤɪkəl ˈiːvnɪŋ.
clone_0161.npz|ɡɛt ˈɔːl ðə lˈAɾɪst nˈuːz, ˈɔfɚz ænd hˈɑːlɪdˌA ˌɪnspɚɹˈAʃən dᵻlˈɪvɚd tə jʊɹ ˈɪnbɑːks.
clone_0162.npz|ɔːlðˈO I kæn hˈɪɹ ðɪs wʌzɐ skˈɛɹi ɛkspˈiəɹɪəns, juː ʃˌʊd fˈiːl pɹˈWd ʌv jɔːɹsˈɛlf ðæt juː wɜːɹ ˈAbəl tə jˈuːz jʊɹ bɹˈAn ænd ˈækt ɪn ɐ wˈA ðæt ɡɑːt juː bˈæk hˈOm sˈAfli.
clone_0163.npz|ðA ˈɔfɚd ɪnsˈItfəl fˈiːdbæk. ðɛɹ kˈɑːmɛnts wɜː vˈɛɹi hˈɛlpfəl.
clone_0164.npz|vˈɛɹi fˈʌni!
clone_0165.npz|ðə nˈɔːɹðɚn lˈIts ɑːɹ bɹˈɛθtAkɪŋ. hæv juː ˈɛvɚ sˈiːn ðˌɛm? wˌʌt ɐ nˈæʧɚɹəl wˈʌndɚ!
